"file","specimen_uid","specimen_id","city","urbanity_code","urbanity","site_letter","site","location","species_code","species","side","wing","photo_rep","digit_rep"
"13-ZHUB-P-LF1.txt","ZH_U_B_13_P","13","ZH","U","Urban","B","ZH-B","ZH-Urban","P","Bombus pascuorum","Left","Forewing",1,1
"13-ZHUB-P-RF1.txt","ZH_U_B_13_P","13","ZH","U","Urban","B","ZH-B","ZH-Urban","P","Bombus pascuorum","Right","Forewing",1,1
"14-ZHRD-P-LF1.txt","ZH_R_D_14_P","14","ZH","R","Rural","D","ZH-D","ZH-Rural","P","Bombus pascuorum","Left","Forewing",1,1
"14-ZHRD-P-RF1.txt","ZH_R_D_14_P","14","ZH","R","Rural","D","ZH-D","ZH-Rural","P","Bombus pascuorum","Right","Forewing",1,1
"14-ZHRF-P-LF1.txt","ZH_R_F_14_P","14","ZH","R","Rural","F","ZH-F","ZH-Rural","P","Bombus pascuorum","Left","Forewing",1,1
"14-ZHRF-P-RF1.txt","ZH_R_F_14_P","14","ZH","R","Rural","F","ZH-F","ZH-Rural","P","Bombus pascuorum","Right","Forewing",1,1
"14-ZHUC-P-LF1.txt","ZH_U_C_14_P","14","ZH","U","Urban","C","ZH-C","ZH-Urban","P","Bombus pascuorum","Left","Forewing",1,1
"14-ZHUC-P-RF1.txt","ZH_U_C_14_P","14","ZH","U","Urban","C","ZH-C","ZH-Urban","P","Bombus pascuorum","Right","Forewing",1,1
"15-ZHRF-P-LF1_rep.txt","ZH_R_F_15_P","15","ZH","R","Rural","F","ZH-F","ZH-Rural","P","Bombus pascuorum","Left","Forewing",1,2
"15-ZHRF-P-LF1.txt","ZH_R_F_15_P","15","ZH","R","Rural","F","ZH-F","ZH-Rural","P","Bombus pascuorum","Left","Forewing",1,1
"15-ZHRF-P-LF2.txt","ZH_R_F_15_P","15","ZH","R","Rural","F","ZH-F","ZH-Rural","P","Bombus pascuorum","Left","Forewing",2,1
"15-ZHRF-P-RF1_rep.txt","ZH_R_F_15_P","15","ZH","R","Rural","F","ZH-F","ZH-Rural","P","Bombus pascuorum","Right","Forewing",1,2
"15-ZHRF-P-RF1.txt","ZH_R_F_15_P","15","ZH","R","Rural","F","ZH-F","ZH-Rural","P","Bombus pascuorum","Right","Forewing",1,1
"15-ZHRF-P-RF2.txt","ZH_R_F_15_P","15","ZH","R","Rural","F","ZH-F","ZH-Rural","P","Bombus pascuorum","Right","Forewing",2,1
"15-ZHUA-P-LF1.txt","ZH_U_A_15_P","15","ZH","U","Urban","A","ZH-A","ZH-Urban","P","Bombus pascuorum","Left","Forewing",1,1
"15-ZHUA-P-RF1.txt","ZH_U_A_15_P","15","ZH","U","Urban","A","ZH-A","ZH-Urban","P","Bombus pascuorum","Right","Forewing",1,1
"15-ZHUB-P-LF1.txt","ZH_U_B_15_P","15","ZH","U","Urban","B","ZH-B","ZH-Urban","P","Bombus pascuorum","Left","Forewing",1,1
"15-ZHUB-P-RF1.txt","ZH_U_B_15_P","15","ZH","U","Urban","B","ZH-B","ZH-Urban","P","Bombus pascuorum","Right","Forewing",1,1
"16-ZHRD-P-LF1.txt","ZH_R_D_16_P","16","ZH","R","Rural","D","ZH-D","ZH-Rural","P","Bombus pascuorum","Left","Forewing",1,1
"16-ZHRD-P-RF1.txt","ZH_R_D_16_P","16","ZH","R","Rural","D","ZH-D","ZH-Rural","P","Bombus pascuorum","Right","Forewing",1,1
"16-ZHRE-P-LF1_rep.txt","ZH_R_E_16_P","16","ZH","R","Rural","E","ZH-E","ZH-Rural","P","Bombus pascuorum","Left","Forewing",1,2
"16-ZHRE-P-LF1.txt","ZH_R_E_16_P","16","ZH","R","Rural","E","ZH-E","ZH-Rural","P","Bombus pascuorum","Left","Forewing",1,1
"16-ZHRE-P-LF2.txt","ZH_R_E_16_P","16","ZH","R","Rural","E","ZH-E","ZH-Rural","P","Bombus pascuorum","Left","Forewing",2,1
"16-ZHRE-P-RF1_rep.txt","ZH_R_E_16_P","16","ZH","R","Rural","E","ZH-E","ZH-Rural","P","Bombus pascuorum","Right","Forewing",1,2
"16-ZHRE-P-RF1.txt","ZH_R_E_16_P","16","ZH","R","Rural","E","ZH-E","ZH-Rural","P","Bombus pascuorum","Right","Forewing",1,1
"16-ZHRE-P-RF2.txt","ZH_R_E_16_P","16","ZH","R","Rural","E","ZH-E","ZH-Rural","P","Bombus pascuorum","Right","Forewing",2,1
"16-ZHRF-P-LF1.txt","ZH_R_F_16_P","16","ZH","R","Rural","F","ZH-F","ZH-Rural","P","Bombus pascuorum","Left","Forewing",1,1
"16-ZHRF-P-RF1.txt","ZH_R_F_16_P","16","ZH","R","Rural","F","ZH-F","ZH-Rural","P","Bombus pascuorum","Right","Forewing",1,1
"16-ZHUA-P-LF1.txt","ZH_U_A_16_P","16","ZH","U","Urban","A","ZH-A","ZH-Urban","P","Bombus pascuorum","Left","Forewing",1,1
"16-ZHUA-P-RF1.txt","ZH_U_A_16_P","16","ZH","U","Urban","A","ZH-A","ZH-Urban","P","Bombus pascuorum","Right","Forewing",1,1
"16-ZHUB-P-LF1.txt","ZH_U_B_16_P","16","ZH","U","Urban","B","ZH-B","ZH-Urban","P","Bombus pascuorum","Left","Forewing",1,1
